Latitude,Longitude,Elevation,Grade(%)
49.59208,-121.09635,1222.7,-0.145304709
49.59196,-121.09505,1222.1,-0.195153425
49.59184,-121.09376,1221.5,-0.209178131
49.59184,-121.09251,1222.1,-0.17548604
49.59187,-121.0917,1221.2,-0.110986407
49.59194,-121.09088,1220.7,-0.017300658
49.59205,-121.09003,1220.3,0.116276415
49.59217,-121.08919,1220.8,0.257418164
49.59231,-121.0884,1221.1,0.365758371
49.59251,-121.08754,1221.6,0.470427427
49.59282,-121.08643,1222.7,0.592266713
49.59303,-121.0858,1222.9,0.693971058
49.59325,-121.08516,1225.1,0.795065667
49.59353,-121.08456,1228.5,0.872990248
49.5938,-121.08395,1229.2,0.94509852
49.59414,-121.08332,1232.5,1.010159223
49.59449,-121.08269,1235.3,1.054928498
49.5951,-121.0817,1240.6,1.084747913
49.59571,-121.08071,1247.3,1.069756393
49.59632,-121.07973,1248.5,1.020132968
49.59693,-121.07874,1247.7,0.936030181
49.59755,-121.07775,1244.3,0.820111052
49.59788,-121.07712,1240.5,0.671984235
49.59822,-121.07652,1239.5,0.51174435
49.59852,-121.0759,1240.9,0.336244671
49.59895,-121.07497,1239.9,0.143344739
49.59932,-121.07405,1234.5,-0.089183609
49.59969,-121.07314,1228.3,-0.338822091
49.60006,-121.07223,1228,-0.601492606
49.60044,-121.07132,1228,-0.858119484
49.60074,-121.07066,1224.8,-1.102797025
49.60104,-121.07001,1222.1,-1.344816633
49.60136,-121.06936,1219.5,-1.565181555
49.60178,-121.06864,1219.6,-1.769150845
49.60231,-121.06786,1216.7,-1.981942848
49.60284,-121.06708,1211.5,-2.173477581
49.6033,-121.06647,1208.4,-2.321451227
49.60375,-121.06585,1202.5,-2.42550494
49.60421,-121.06524,1201.9,-2.481595488
49.60471,-121.06439,1199.6,-2.502254017
49.6052,-121.06355,1198.4,-2.484940071
49.60572,-121.06245,1197.6,-2.459174624
49.60617,-121.0614,1197.9,-2.439007712
49.60663,-121.06034,1195.4,-2.40749691
49.60708,-121.05929,1191.5,-2.346752538
49.60754,-121.05824,1188.4,-2.270243143
49.60799,-121.05718,1191.6,-2.204409541
49.60845,-121.05613,1192.6,-2.147422461
49.60874,-121.05549,1193.2,-2.069254685
49.60903,-121.05485,1191.5,-1.977978974
49.6095,-121.05394,1187.8,-1.895012904
49.61,-121.05306,1185,-1.829392968
49.61042,-121.05245,1182.2,-1.775121597
49.61091,-121.05183,1182.3,-1.705383532
49.6114,-121.05121,1184.8,-1.648128807
49.6121,-121.0504,1187.2,-1.616361899
49.61281,-121.0496,1184.4,-1.585738731
49.61352,-121.04879,1182.6,-1.580843352
49.61423,-121.04798,1182.2,-1.577678665
49.61493,-121.04718,1180.1,-1.570499263
49.61564,-121.04637,1174.6,-1.573896542
49.61635,-121.04557,1173,-1.591902547
49.61699,-121.04485,1171.5,-1.60747409
49.61762,-121.04413,1170.1,-1.621699879
49.61826,-121.04341,1168.7,-1.668816719
49.61884,-121.04272,1167.4,-1.739255812
49.61941,-121.04203,1166.7,-1.804728699
49.61992,-121.04135,1164.1,-1.858872866
49.62042,-121.04067,1160.7,-1.887482025
49.62101,-121.03983,1158.5,-1.913573102
49.62145,-121.03908,1156.4,-1.935740217
49.62192,-121.03822,1156.4,-1.960792447
49.62239,-121.03735,1155.5,-2.00562335
49.62272,-121.03668,1153.4,-2.050889811
49.62305,-121.036,1153.4,-2.066435602
49.62352,-121.03502,1154.1,-2.05558027
49.62399,-121.03403,1150.5,-2.03225474
49.62445,-121.03305,1147.5,-2.000624376
49.62475,-121.03235,1146.1,-1.957688304
49.62506,-121.03165,1142.2,-1.903386631
49.62527,-121.03104,1141.2,-1.843693198
49.62548,-121.03043,1141.4,-1.778957186
49.62576,-121.02946,1139.9,-1.718066718
49.62604,-121.02848,1136,-1.657145393
49.62632,-121.02751,1137.6,-1.594478496
49.6266,-121.02654,1138.9,-1.523752728
49.6269,-121.02553,1141.4,-1.447382529
49.62721,-121.02452,1142,-1.377573645
